Player,Rank,Court,Surface,Best of,Age,weight_kg,height_cm,experience,T,Y
Sluiter R.,73.0,Outdoor,Grass,3,26.0,80.0,185.0,8.0,1,0
Sluiter R.,95.0,Outdoor,Clay,3,28.0,80.0,185.0,10.0,0,0
Sluiter R.,92.0,Outdoor,Grass,3,28.0,80.0,185.0,10.0,0,0
Luzzi F.,265.0,Outdoor,Clay,3,20.0,80.0,188.0,1.0,1,1
Luzzi F.,206.0,Outdoor,Clay,3,25.0,80.0,188.0,6.0,1,1
Luzzi F.,193.0,Outdoor,Clay,3,25.0,80.0,188.0,6.0,1,1
Luzzi F.,111.0,Outdoor,Clay,3,21.0,80.0,188.0,2.0,0,0
Bruguera S.,169.0,Outdoor,Clay,3,29.0,76.0,188.0,12.0,0,1
Bruguera S.,70.0,Outdoor,Clay,3,30.0,76.0,188.0,13.0,1,1
Bruguera S.,73.0,Outdoor,Clay,3,30.0,76.0,188.0,13.0,1,1
Bruguera S.,360.0,Outdoor,Clay,3,29.0,76.0,188.0,12.0,0,0
Ilie A.,48.0,Outdoor,Hard,3,24.0,78.0,180.0,6.0,1,1
Ilie A.,49.0,Outdoor,Hard,5,25.0,78.0,180.0,7.0,1,1
Ilie A.,75.0,Outdoor,Hard,3,24.0,78.0,180.0,6.0,1,0
Ilie A.,40.0,Outdoor,Hard,3,25.0,78.0,180.0,7.0,1,0
Ilie A.,57.0,Outdoor,Clay,3,25.0,78.0,180.0,7.0,0,0
Ilie A.,178.0,Outdoor,Clay,5,26.0,78.0,180.0,8.0,0,0
Larose S.,448.0,Outdoor,Hard,3,22.0,86.0,191.0,2.0,1,1
Novak J.,55.0,Outdoor,Hard,3,25.0,86.0,191.0,7.0,1,1
Novak J.,15.0,Outdoor,Clay,3,27.0,86.0,191.0,9.0,1,1
Novak J.,9.0,Indoor,Hard,3,27.0,86.0,191.0,9.0,0,1
Novak J.,12.0,Outdoor,Hard,3,28.0,86.0,191.0,10.0,1,1
Novak J.,25.0,Outdoor,Clay,3,29.0,86.0,191.0,11.0,1,0
Novak J.,127.0,Outdoor,Clay,3,31.0,86.0,191.0,13.0,0,1
Novak J.,131.0,Outdoor,Clay,3,31.0,86.0,191.0,13.0,1,1
Novak J.,42.0,Outdoor,Grass,5,26.0,86.0,191.0,8.0,1,1
Novak J.,29.0,Outdoor,Hard,3,27.0,86.0,191.0,9.0,0,0
Novak J.,15.0,Outdoor,Hard,3,27.0,86.0,191.0,9.0,0,0
Novak J.,28.0,Outdoor,Hard,3,30.0,86.0,191.0,12.0,0,0
Damm M.,71.0,Outdoor,Hard,3,28.0,88.0,188.0,10.0,1,0
Damm M.,86.0,Outdoor,Grass,5,28.0,88.0,188.0,10.0,0,1
Damm M.,73.0,Outdoor,Hard,3,28.0,88.0,188.0,10.0,0,1
Philippoussis M.,18.0,Outdoor,Hard,3,24.0,103.0,196.0,6.0,0,1
Philippoussis M.,15.0,Outdoor,Hard,3,24.0,103.0,196.0,6.0,1,1
Philippoussis M.,18.0,Indoor,Hard,3,25.0,103.0,196.0,7.0,1,1
Philippoussis M.,16.0,Outdoor,Hard,3,25.0,103.0,196.0,7.0,1,1
Philippoussis M.,80.0,Outdoor,Hard,3,27.0,103.0,196.0,9.0,1,1
Philippoussis M.,70.0,Outdoor,Hard,3,27.0,103.0,196.0,9.0,1,1
Philippoussis M.,214.0,Outdoor,Grass,3,30.0,103.0,196.0,12.0,0,1
Philippoussis M.,15.0,Outdoor,Hard,3,24.0,103.0,196.0,6.0,0,1
Philippoussis M.,38.0,Outdoor,Hard,3,25.0,103.0,196.0,7.0,0,1
Philippoussis M.,67.0,Indoor,Hard,3,26.0,103.0,196.0,8.0,0,0
Philippoussis M.,47.0,Outdoor,Grass,3,27.0,103.0,196.0,9.0,0,0
Cowan B.,180.0,Outdoor,Hard,3,26.0,78.0,188.0,9.0,0,1
Cowan B.,171.0,Indoor,Hard,3,26.0,78.0,188.0,9.0,1,1
Meligeni F.,117.0,Outdoor,Hard,3,29.0,64.0,180.0,10.0,0,1
Meligeni F.,89.0,Outdoor,Hard,3,30.0,64.0,180.0,11.0,0,1
Meligeni F.,80.0,Outdoor,Hard,3,30.0,64.0,180.0,11.0,1,1
Meligeni F.,69.0,Outdoor,Clay,3,31.0,64.0,180.0,12.0,1,0
Meligeni F.,71.0,Outdoor,Clay,3,31.0,64.0,180.0,12.0,0,0
Meligeni F.,59.0,Outdoor,Hard,3,31.0,64.0,180.0,12.0,0,0
Kralert P.,212.0,Outdoor,Hard,5,21.0,75.0,188.0,3.0,1,1
Martin T.,32.0,Outdoor,Hard,5,30.0,91.0,198.0,10.0,0,0
Martin T.,46.0,Outdoor,Clay,3,32.0,91.0,198.0,12.0,1,1
Martin T.,102.0,Outdoor,Grass,5,33.0,91.0,198.0,13.0,0,1
Martin T.,62.0,Outdoor,Hard,3,34.0,91.0,198.0,14.0,1,1
Martin T.,63.0,Outdoor,Clay,3,34.0,91.0,198.0,14.0,1,1
Martin T.,82.0,Indoor,Hard,3,32.0,91.0,198.0,12.0,0,1
Martin T.,59.0,Indoor,Hard,3,33.0,91.0,198.0,13.0,0,0
Martin T.,88.0,Outdoor,Clay,3,33.0,91.0,198.0,13.0,0,0
Martin T.,62.0,Outdoor,Hard,3,34.0,91.0,198.0,14.0,0,0
Huet S.,99.0,Outdoor,Hard,3,29.0,73.0,180.0,10.0,1,1
Huet S.,98.0,Outdoor,Hard,5,29.0,73.0,180.0,10.0,0,0
Rochus O.,104.0,Outdoor,Clay,3,19.0,65.0,168.0,1.0,1,1
Rochus O.,63.0,Outdoor,Grass,5,20.0,65.0,168.0,2.0,0,1
Rochus O.,65.0,Outdoor,Grass,5,22.0,65.0,168.0,4.0,1,1
Rochus O.,45.0,Outdoor,Clay,5,24.0,65.0,168.0,6.0,1,1
Rochus O.,31.0,Outdoor,Hard,3,25.0,65.0,168.0,7.0,1,1
Rochus O.,32.0,Outdoor,Hard,3,25.0,65.0,168.0,7.0,1,1
Rochus O.,54.0,Indoor,Carpet,3,26.0,65.0,168.0,8.0,1,1
Rochus O.,54.0,Indoor,Carpet,3,26.0,65.0,168.0,8.0,0,1
Rochus O.,136.0,Outdoor,Grass,3,28.0,65.0,168.0,10.0,0,1
Rochus O.,59.0,Outdoor,Hard,3,29.0,65.0,168.0,11.0,1,0
Rochus O.,78.0,Indoor,Hard,3,29.0,65.0,168.0,11.0,1,1
Rochus O.,74.0,Outdoor,Grass,3,30.0,65.0,168.0,12.0,1,1
Rochus O.,68.0,Outdoor,Hard,3,31.0,65.0,168.0,13.0,0,1
Rochus O.,71.0,Outdoor,Clay,3,20.0,65.0,168.0,2.0,1,0
Rochus O.,84.0,Indoor,Hard,3,22.0,65.0,168.0,4.0,0,0
Rochus O.,52.0,Outdoor,Clay,3,22.0,65.0,168.0,4.0,0,0
Rochus O.,29.0,Outdoor,Hard,3,24.0,65.0,168.0,6.0,0,0
Rochus O.,27.0,Outdoor,Clay,3,25.0,65.0,168.0,7.0,0,1
Rochus O.,62.0,Indoor,Carpet,3,27.0,65.0,168.0,9.0,0,0
Rochus O.,72.0,Indoor,Hard,3,30.0,65.0,168.0,12.0,0,0
Paes L.,150.0,Outdoor,Hard,3,27.0,78.0,178.0,9.0,1,1
Woodruff C.,83.0,Indoor,Hard,3,27.0,82.0,188.0,7.0,0,1
Woodruff C.,87.0,Outdoor,Hard,3,28.0,82.0,188.0,8.0,1,1
Woodruff C.,156.0,Outdoor,Hard,3,29.0,82.0,188.0,9.0,1,0
Goldstein P.,83.0,Indoor,Hard,3,24.0,72.0,178.0,2.0,1,1
Goldstein P.,157.0,Outdoor,Hard,5,28.0,72.0,178.0,6.0,1,0
Goldstein P.,70.0,Outdoor,Hard,3,31.0,72.0,178.0,9.0,1,1
Popp A.,88.0,Indoor,Hard,3,24.0,85.0,201.0,3.0,1,1
Popp A.,89.0,Outdoor,Hard,5,26.0,85.0,201.0,5.0,1,1
Popp A.,86.0,Outdoor,Hard,3,25.0,85.0,201.0,4.0,0,0
Popp A.,84.0,Outdoor,Grass,3,28.0,85.0,201.0,7.0,0,0
Massu N.,87.0,Outdoor,Hard,3,22.0,80.0,183.0,4.0,0,1
Massu N.,90.0,Outdoor,Clay,3,23.0,80.0,183.0,5.0,1,1
Massu N.,48.0,Outdoor,Clay,3,24.0,80.0,183.0,6.0,0,1
Massu N.,13.0,Outdoor,Clay,3,25.0,80.0,183.0,7.0,1,1
Massu N.,58.0,Outdoor,Hard,5,26.0,80.0,183.0,8.0,1,1
Massu N.,55.0,Outdoor,Clay,3,27.0,80.0,183.0,9.0,1,1
Massu N.,41.0,Outdoor,Hard,5,27.0,80.0,183.0,9.0,0,1
Massu N.,53.0,Outdoor,Clay,3,28.0,80.0,183.0,10.0,1,1
Massu N.,79.0,Outdoor,Clay,3,22.0,80.0,183.0,4.0,0,0
Massu N.,74.0,Outdoor,Clay,3,23.0,80.0,183.0,5.0,0,0
Massu N.,45.0,Indoor,Hard,3,26.0,80.0,183.0,8.0,0,0
Massu N.,43.0,Outdoor,Hard,3,27.0,80.0,183.0,9.0,1,0
Massu N.,37.0,Outdoor,Clay,3,27.0,80.0,183.0,9.0,0,0
Massu N.,64.0,Outdoor,Clay,3,28.0,80.0,183.0,10.0,1,0
Massu N.,60.0,Outdoor,Hard,3,28.0,80.0,183.0,10.0,0,0
Massu N.,70.0,Outdoor,Clay,3,29.0,80.0,183.0,11.0,1,0
Massu N.,108.0,Outdoor,Clay,3,29.0,80.0,183.0,11.0,0,0
Massu N.,81.0,Outdoor,Clay,3,30.0,80.0,183.0,12.0,0,0
Massu N.,83.0,Outdoor,Clay,3,30.0,80.0,183.0,12.0,0,1
Kempes E.,126.0,Outdoor,Hard,3,25.0,73.0,188.0,6.0,1,0
Kempes E.,119.0,Outdoor,Hard,3,25.0,73.0,188.0,6.0,1,1
Kempes E.,101.0,Outdoor,Clay,3,25.0,73.0,188.0,6.0,1,0
Kempes E.,113.0,Outdoor,Grass,5,25.0,73.0,188.0,6.0,0,1
Kempes E.,148.0,Outdoor,Hard,3,25.0,73.0,188.0,6.0,1,0
Robredo T.,131.0,Outdoor,Hard,3,19.0,75.0,180.0,3.0,1,1
Robredo T.,39.0,Outdoor,Hard,5,19.0,75.0,180.0,3.0,1,1
Robredo T.,36.0,Outdoor,Hard,5,20.0,75.0,180.0,4.0,0,1
Robredo T.,39.0,Outdoor,Clay,3,20.0,75.0,180.0,4.0,1,1
Robredo T.,35.0,Outdoor,Clay,3,20.0,75.0,180.0,4.0,0,1
Robredo T.,31.0,Outdoor,Clay,5,21.0,75.0,180.0,5.0,1,1
Robredo T.,23.0,Outdoor,Grass,3,22.0,75.0,180.0,6.0,1,1
Robredo T.,27.0,Outdoor,Hard,3,22.0,75.0,180.0,6.0,1,1
Robredo T.,15.0,Outdoor,Hard,5,27.0,75.0,180.0,11.0,1,1
Robredo T.,36.0,Outdoor,Clay,3,28.0,75.0,180.0,12.0,1,1
Robredo T.,116.0,Outdoor,Hard,3,30.0,75.0,180.0,14.0,1,1
Robredo T.,31.0,Indoor,Carpet,3,19.0,75.0,180.0,3.0,0,0
Robredo T.,34.0,Outdoor,Hard,3,20.0,75.0,180.0,4.0,0,0
Robredo T.,33.0,Outdoor,Hard,3,20.0,75.0,180.0,4.0,0,1
Robredo T.,36.0,Indoor,Carpet,3,20.0,75.0,180.0,4.0,1,0
Robredo T.,33.0,Indoor,Hard,3,21.0,75.0,180.0,5.0,0,1
Robredo T.,17.0,Indoor,Hard,3,21.0,75.0,180.0,5.0,0,0
Robredo T.,20.0,Outdoor,Clay,3,22.0,75.0,180.0,6.0,0,1
Robredo T.,21.0,Outdoor,Hard,3,23.0,75.0,180.0,7.0,0,0
Robredo T.,20.0,Outdoor,Hard,3,23.0,75.0,180.0,7.0,1,0
Robredo T.,18.0,Indoor,Hard,3,23.0,75.0,180.0,7.0,0,0
Robredo T.,21.0,Indoor,Carpet,3,23.0,75.0,180.0,7.0,0,1
Robredo T.,19.0,Outdoor,Hard,3,24.0,75.0,180.0,8.0,0,1
Robredo T.,17.0,Outdoor,Hard,3,26.0,75.0,180.0,10.0,0,0
Robredo T.,39.0,Outdoor,Hard,3,28.0,75.0,180.0,12.0,0,0
Pless K.,197.0,Outdoor,Hard,3,20.0,84.0,188.0,2.0,1,1
Pless K.,100.0,Outdoor,Grass,5,20.0,84.0,188.0,2.0,1,1
Pless K.,84.0,Outdoor,Hard,3,26.0,84.0,188.0,8.0,0,0
Pless K.,81.0,Outdoor,Hard,3,26.0,84.0,188.0,8.0,0,1
Pless K.,84.0,Outdoor,Hard,3,26.0,84.0,188.0,8.0,0,0
Arazi H.,30.0,Outdoor,Hard,3,28.0,65.0,175.0,8.0,1,1
Arazi H.,53.0,Outdoor,Clay,3,28.0,65.0,175.0,8.0,1,1
Arazi H.,27.0,Outdoor,Grass,5,28.0,65.0,175.0,8.0,1,1
Arazi H.,31.0,Indoor,Carpet,3,28.0,65.0,175.0,8.0,1,0
Arazi H.,99.0,Outdoor,Grass,3,30.0,65.0,175.0,10.0,1,0
Arazi H.,97.0,Outdoor,Grass,3,30.0,65.0,175.0,10.0,1,1
Arazi H.,52.0,Outdoor,Hard,3,31.0,65.0,175.0,11.0,1,0
Arazi H.,29.0,Outdoor,Clay,3,27.0,65.0,175.0,7.0,0,0
Arazi H.,27.0,Outdoor,Grass,5,28.0,65.0,175.0,8.0,0,0
Arazi H.,30.0,Outdoor,Clay,3,28.0,65.0,175.0,8.0,1,0
Hrbaty D.,17.0,Outdoor,Hard,3,23.0,79.0,183.0,5.0,0,1
Hrbaty D.,60.0,Indoor,Carpet,3,25.0,79.0,183.0,7.0,1,1
Hrbaty D.,44.0,Indoor,Hard,3,26.0,79.0,183.0,8.0,1,1
Hrbaty D.,20.0,Outdoor,Hard,3,26.0,79.0,183.0,8.0,1,0
Hrbaty D.,23.0,Outdoor,Hard,5,26.0,79.0,183.0,8.0,1,1
Hrbaty D.,27.0,Outdoor,Hard,5,27.0,79.0,183.0,9.0,1,0
Hrbaty D.,22.0,Indoor,Carpet,3,27.0,79.0,183.0,9.0,1,1
Hrbaty D.,32.0,Outdoor,Hard,3,29.0,79.0,183.0,11.0,1,1
Hrbaty D.,23.0,Indoor,Hard,3,22.0,79.0,183.0,4.0,0,0
Hrbaty D.,36.0,Outdoor,Hard,5,22.0,79.0,183.0,4.0,0,0
Hrbaty D.,22.0,Indoor,Hard,3,22.0,79.0,183.0,4.0,1,0
Hrbaty D.,23.0,Outdoor,Hard,3,23.0,79.0,183.0,5.0,1,0
Hrbaty D.,52.0,Outdoor,Hard,5,24.0,79.0,183.0,6.0,0,1
Hrbaty D.,65.0,Outdoor,Clay,3,25.0,79.0,183.0,7.0,0,0
Hrbaty D.,24.0,Outdoor,Clay,5,28.0,79.0,183.0,10.0,0,0
Hrbaty D.,21.0,Outdoor,Hard,3,28.0,79.0,183.0,10.0,0,1
Hrbaty D.,23.0,Indoor,Hard,3,29.0,79.0,183.0,11.0,0,1
Hrbaty D.,32.0,Outdoor,Hard,3,29.0,79.0,183.0,11.0,1,0
Hrbaty D.,36.0,Outdoor,Hard,5,29.0,79.0,183.0,11.0,1,0
Boutter J.,67.0,Indoor,Carpet,3,27.0,86.0,191.0,5.0,1,1
Boutter J.,67.0,Indoor,Carpet,3,27.0,86.0,191.0,5.0,1,1
Boutter J.,60.0,Outdoor,Clay,3,28.0,86.0,191.0,6.0,1,1
Boutter J.,102.0,Outdoor,Clay,3,29.0,86.0,191.0,7.0,0,1
Boutter J.,103.0,Outdoor,Grass,5,26.0,86.0,191.0,4.0,0,0
Boutter J.,97.0,Outdoor,Hard,3,26.0,86.0,191.0,4.0,0,0
Boutter J.,89.0,Indoor,Hard,3,26.0,86.0,191.0,4.0,0,0
Boutter J.,59.0,Indoor,Hard,3,28.0,86.0,191.0,6.0,0,0
Boutter J.,63.0,Outdoor,Hard,3,28.0,86.0,191.0,6.0,0,1
Boutter J.,60.0,Outdoor,Clay,3,28.0,86.0,191.0,6.0,0,1
Boutter J.,49.0,Outdoor,Clay,3,28.0,86.0,191.0,6.0,0,0
Boutter J.,51.0,Outdoor,Hard,3,28.0,86.0,191.0,6.0,1,0
Saulnier C.,120.0,Indoor,Carpet,3,26.0,84.0,191.0,5.0,1,1
Saulnier C.,102.0,Outdoor,Hard,3,28.0,84.0,191.0,7.0,1,0
Saulnier C.,102.0,Outdoor,Hard,3,28.0,84.0,191.0,7.0,1,1
Saulnier C.,64.0,Outdoor,Hard,3,29.0,84.0,191.0,8.0,0,1
Saulnier C.,55.0,Indoor,Carpet,3,29.0,84.0,191.0,8.0,1,1
Saulnier C.,55.0,Indoor,Hard,3,30.0,84.0,191.0,9.0,0,1
Saulnier C.,75.0,Outdoor,Hard,5,30.0,84.0,191.0,9.0,0,1
Saulnier C.,250.0,Indoor,Carpet,3,31.0,84.0,191.0,10.0,0,1
Saulnier C.,111.0,Indoor,Hard,3,26.0,84.0,191.0,5.0,0,0
Saulnier C.,69.0,Indoor,Hard,3,29.0,84.0,191.0,8.0,0,0
Saulnier C.,48.0,Outdoor,Grass,5,30.0,84.0,191.0,9.0,0,0
Saulnier C.,217.0,Indoor,Hard,3,31.0,84.0,191.0,10.0,0,1
Bastl G.,110.0,Indoor,Hard,3,26.0,85.0,183.0,3.0,0,1
Bastl G.,79.0,Indoor,Hard,3,25.0,85.0,183.0,2.0,0,0
Bastl G.,146.0,Outdoor,Grass,3,27.0,85.0,183.0,4.0,0,0
Bastl G.,106.0,Outdoor,Clay,3,27.0,85.0,183.0,4.0,0,1
Bastl G.,141.0,Indoor,Carpet,3,27.0,85.0,183.0,4.0,1,0
Bastl G.,447.0,Outdoor,Grass,3,29.0,85.0,183.0,6.0,0,0
Youzhny M.,91.0,Indoor,Hard,3,19.0,73.0,183.0,2.0,1,1
Youzhny M.,80.0,Indoor,Hard,3,19.0,73.0,183.0,2.0,0,1
Youzhny M.,69.0,Outdoor,Clay,3,19.0,73.0,183.0,2.0,1,0
Youzhny M.,77.0,Outdoor,Clay,3,20.0,73.0,183.0,3.0,1,1
Youzhny M.,32.0,Outdoor,Clay,3,21.0,73.0,183.0,4.0,0,1
Youzhny M.,36.0,Indoor,Carpet,3,21.0,73.0,183.0,4.0,1,1
Youzhny M.,55.0,Indoor,Carpet,3,22.0,73.0,183.0,5.0,1,1
Youzhny M.,34.0,Outdoor,Grass,3,22.0,73.0,183.0,5.0,0,1
Youzhny M.,22.0,Indoor,Hard,3,25.0,73.0,183.0,8.0,0,1
Youzhny M.,65.0,Outdoor,Hard,3,27.0,73.0,183.0,10.0,0,1
Youzhny M.,20.0,Outdoor,Hard,5,28.0,73.0,183.0,11.0,0,0
Youzhny M.,9.0,Indoor,Hard,3,28.0,73.0,183.0,11.0,0,1
Youzhny M.,37.0,Outdoor,Hard,3,29.0,73.0,183.0,12.0,0,1
Youzhny M.,39.0,Indoor,Hard,3,30.0,73.0,183.0,13.0,1,0
Youzhny M.,36.0,Outdoor,Clay,3,30.0,73.0,183.0,13.0,0,1
Youzhny M.,131.0,Outdoor,Hard,3,18.0,73.0,183.0,1.0,0,0
Youzhny M.,60.0,Indoor,Carpet,3,20.0,73.0,183.0,3.0,0,1
Youzhny M.,62.0,Outdoor,Clay,3,20.0,73.0,183.0,3.0,0,0
Youzhny M.,35.0,Outdoor,Hard,3,22.0,73.0,183.0,5.0,0,0
Youzhny M.,17.0,Outdoor,Hard,3,25.0,73.0,183.0,8.0,0,0
Youzhny M.,13.0,Outdoor,Hard,3,25.0,73.0,183.0,8.0,0,0
Youzhny M.,8.0,Indoor,Hard,3,26.0,73.0,183.0,9.0,0,0
Youzhny M.,15.0,Outdoor,Clay,5,26.0,73.0,183.0,9.0,0,1
Youzhny M.,16.0,Outdoor,Hard,3,26.0,73.0,183.0,9.0,0,0
Youzhny M.,62.0,Indoor,Hard,3,27.0,73.0,183.0,10.0,0,0
Youzhny M.,72.0,Outdoor,Clay,3,27.0,73.0,183.0,10.0,0,0
Youzhny M.,37.0,Outdoor,Hard,3,29.0,73.0,183.0,12.0,0,1
Youzhny M.,34.0,Outdoor,Hard,3,29.0,73.0,183.0,12.0,0,0
Youzhny M.,29.0,Indoor,Hard,3,30.0,73.0,183.0,13.0,1,0
Kafelnikov Y.,7.0,Indoor,Hard,3,27.0,84.0,191.0,9.0,1,1
Kafelnikov Y.,25.0,Outdoor,Clay,3,29.0,84.0,191.0,11.0,0,1
Kafelnikov Y.,5.0,Outdoor,Hard,3,26.0,84.0,191.0,8.0,0,0
Kafelnikov Y.,6.0,Indoor,Hard,3,27.0,84.0,191.0,9.0,1,0
Elsner D.,99.0,Outdoor,Clay,3,22.0,80.0,183.0,4.0,1,0
Elsner D.,123.0,Outdoor,Hard,5,25.0,80.0,183.0,7.0,0,0
Fish M.,264.0,Indoor,Hard,3,20.0,82.0,188.0,1.0,0,1
Fish M.,143.0,Outdoor,Grass,3,21.0,82.0,188.0,2.0,1,1
Fish M.,83.0,Outdoor,Hard,3,22.0,82.0,188.0,3.0,1,1
Fish M.,25.0,Indoor,Hard,3,22.0,82.0,188.0,3.0,1,1
Fish M.,50.0,Outdoor,Hard,3,26.0,82.0,188.0,7.0,0,1
Fish M.,50.0,Outdoor,Hard,3,26.0,82.0,188.0,7.0,0,1
Fish M.,50.0,Outdoor,Hard,3,26.0,82.0,188.0,7.0,1,1
Fish M.,40.0,Indoor,Carpet,3,26.0,82.0,188.0,7.0,1,1
Fish M.,77.0,Indoor,Hard,3,27.0,82.0,188.0,8.0,0,1
Fish M.,43.0,Outdoor,Hard,3,27.0,82.0,188.0,8.0,0,1
Fish M.,25.0,Indoor,Carpet,3,27.0,82.0,188.0,8.0,1,1
Fish M.,55.0,Outdoor,Hard,3,29.0,82.0,188.0,10.0,1,1
Fish M.,9.0,Outdoor,Grass,5,30.0,82.0,188.0,11.0,1,1
Fish M.,88.0,Outdoor,Hard,3,21.0,82.0,188.0,2.0,0,0
Fish M.,50.0,Outdoor,Grass,3,22.0,82.0,188.0,3.0,0,0
Fish M.,37.0,Indoor,Carpet,3,23.0,82.0,188.0,4.0,1,0
Fish M.,37.0,Outdoor,Hard,3,24.0,82.0,188.0,5.0,0,0
Fish M.,35.0,Indoor,Hard,3,24.0,82.0,188.0,5.0,0,0
Fish M.,43.0,Outdoor,Hard,3,26.0,82.0,188.0,7.0,0,0
Fish M.,39.0,Outdoor,Hard,3,27.0,82.0,188.0,8.0,0,0
Fish M.,25.0,Indoor,Carpet,3,27.0,82.0,188.0,8.0,0,0
Fish M.,8.0,Indoor,Hard,3,30.0,82.0,188.0,11.0,0,0
Gaudio G.,29.0,Outdoor,Clay,3,23.0,70.0,175.0,5.0,1,0
Gaudio G.,65.0,Outdoor,Clay,3,22.0,70.0,175.0,4.0,0,0
Gaudio G.,36.0,Outdoor,Clay,5,23.0,70.0,175.0,5.0,0,1
Gaudio G.,42.0,Outdoor,Clay,3,23.0,70.0,175.0,5.0,0,1
Gaudio G.,21.0,Outdoor,Hard,3,25.0,70.0,175.0,7.0,0,0
Gaudio G.,11.0,Outdoor,Clay,3,26.0,70.0,175.0,8.0,0,0
Gaudio G.,8.0,Outdoor,Hard,3,27.0,70.0,175.0,9.0,0,0
Levy H.,59.0,Outdoor,Hard,3,23.0,82.0,185.0,6.0,0,1
Levy H.,38.0,Outdoor,Grass,3,23.0,82.0,185.0,6.0,1,0
Levy H.,121.0,Outdoor,Grass,3,22.0,82.0,185.0,5.0,0,1
Levy H.,54.0,Outdoor,Clay,3,23.0,82.0,185.0,6.0,0,0
Levy H.,203.0,Outdoor,Hard,3,25.0,82.0,185.0,8.0,1,0
Levy H.,165.0,Outdoor,Hard,3,25.0,82.0,185.0,8.0,0,0
Levy H.,231.0,Outdoor,Grass,3,31.0,82.0,185.0,14.0,0,0
Levy H.,118.0,Outdoor,Hard,3,32.0,82.0,185.0,15.0,0,0
Agassi A.,4.0,Outdoor,Hard,5,31.0,80.0,180.0,15.0,1,1
Agassi A.,7.0,Indoor,Hard,3,34.0,80.0,180.0,18.0,0,1
Agassi A.,8.0,Outdoor,Hard,5,35.0,80.0,180.0,19.0,0,1
Agassi A.,9.0,Outdoor,Clay,3,35.0,80.0,180.0,19.0,1,1
Agassi A.,18.0,Outdoor,Hard,3,36.0,80.0,180.0,20.0,1,1
Balcells J.,68.0,Outdoor,Hard,3,26.0,93.0,191.0,5.0,1,1
Balcells J.,62.0,Outdoor,Clay,3,26.0,93.0,191.0,5.0,1,1
Balcells J.,123.0,Outdoor,Hard,3,27.0,93.0,191.0,6.0,1,1
Balcells J.,157.0,Outdoor,Clay,3,25.0,93.0,191.0,4.0,0,1
Balcells J.,61.0,Outdoor,Clay,5,26.0,93.0,191.0,5.0,0,0
Balcells J.,61.0,Outdoor,Hard,5,26.0,93.0,191.0,5.0,0,0
Balcells J.,83.0,Outdoor,Clay,3,26.0,93.0,191.0,5.0,0,1
Balcells J.,111.0,Indoor,Hard,3,27.0,93.0,191.0,6.0,1,0
Savolt A.,140.0,Outdoor,Clay,3,25.0,78.0,183.0,6.0,1,1
Savolt A.,85.0,Outdoor,Hard,3,26.0,78.0,183.0,7.0,1,1
Savolt A.,75.0,Outdoor,Clay,3,26.0,78.0,183.0,7.0,1,0
Savolt A.,70.0,Outdoor,Hard,3,26.0,78.0,183.0,7.0,1,0
Savolt A.,103.0,Outdoor,Clay,3,27.0,78.0,183.0,8.0,0,0
Blanco G.,69.0,Outdoor,Clay,3,25.0,70.0,175.0,6.0,1,1
Blanco G.,58.0,Outdoor,Clay,3,25.0,70.0,175.0,6.0,1,1
Blanco G.,54.0,Outdoor,Clay,3,26.0,70.0,175.0,7.0,1,1
Blanco G.,77.0,Outdoor,Hard,5,24.0,70.0,175.0,5.0,0,0
Blanco G.,70.0,Outdoor,Clay,3,24.0,70.0,175.0,5.0,1,0
Blanco G.,78.0,Outdoor,Clay,3,25.0,70.0,175.0,6.0,0,1
Blanco G.,77.0,Outdoor,Hard,3,26.0,70.0,175.0,7.0,0,0
Blanco G.,79.0,Outdoor,Hard,3,26.0,70.0,175.0,7.0,0,0
Kratochvil M.,77.0,Outdoor,Clay,3,22.0,77.0,185.0,4.0,1,0
Kratochvil M.,57.0,Outdoor,Hard,3,22.0,77.0,185.0,4.0,1,0
Kratochvil M.,42.0,Indoor,Hard,3,22.0,77.0,185.0,4.0,1,1
Kratochvil M.,130.0,Outdoor,Hard,3,24.0,77.0,185.0,6.0,1,0
Kratochvil M.,153.0,Outdoor,Clay,3,25.0,77.0,185.0,7.0,1,1
Kratochvil M.,93.0,Outdoor,Hard,3,22.0,77.0,185.0,4.0,0,0
Kratochvil M.,64.0,Indoor,Hard,3,23.0,77.0,185.0,5.0,0,0
Golmard J.,53.0,Outdoor,Clay,3,28.0,77.0,188.0,8.0,1,1
Golmard J.,31.0,Outdoor,Hard,5,27.0,77.0,188.0,7.0,1,0
Golmard J.,58.0,Outdoor,Clay,3,28.0,77.0,188.0,8.0,0,1
Golmard J.,48.0,Outdoor,Clay,3,28.0,77.0,188.0,8.0,1,0
Golmard J.,49.0,Outdoor,Hard,3,29.0,77.0,188.0,9.0,1,0
Golmard J.,252.0,Outdoor,Hard,3,31.0,77.0,188.0,11.0,1,0
Roddick A.,69.0,Outdoor,Clay,3,19.0,88.0,188.0,1.0,1,1
Roddick A.,13.0,Outdoor,Clay,3,20.0,88.0,188.0,2.0,1,1
Roddick A.,12.0,Indoor,Carpet,3,20.0,88.0,188.0,2.0,1,1
Roddick A.,6.0,Outdoor,Hard,3,21.0,88.0,188.0,3.0,1,1
Roddick A.,3.0,Outdoor,Hard,3,25.0,88.0,188.0,7.0,1,1
